iter	Passed	Remaining
293	1202	2887
294	1205	2879
295	1208	2873
296	1210	2866
297	1213	2858
298	1215	2850
299	1218	2843
300	1221	2835
301	1224	2829
302	1226	2821
303	1229	2814
304	1231	2806
305	1234	2799
306	1236	2792
307	1239	2785
308	1242	2778
309	1245	2771
310	1247	2764
311	1250	2756
312	1253	2750
313	1256	2745
314	1259	2738
315	1262	2731
316	1264	2724
317	1267	2717
318	1269	2710
319	1272	2704
320	1275	2698
321	1278	2691
322	1280	2684
323	1283	2677
324	1285	2670
325	1288	2664
326	1291	2657
327	1293	2651
328	1296	2644
329	1299	2637
330	1301	2630
331	1304	2625
332	1307	2618
333	1310	2612
334	1312	2605
335	1315	2599
336	1317	2592
337	1320	2587
338	1323	2580
339	1326	2574
340	1328	2567
341	1331	2561
342	1333	2555
343	1337	2550
344	1339	2543
345	1342	2537
346	1344	2530
347	1347	2524
348	1350	2518
349	1353	2514
350	1356	2508
351	1359	2501
352	1361	2495
353	1364	2489
354	1366	2483
355	1369	2478
356	1372	2472
357	1375	2466
358	1377	2459
359	1380	2453
360	1383	2448
361	1386	2443
362	1388	2437
363	1391	2430
364	1393	2424
365	1396	2418
366	1398	2412
367	1401	2407
368	1404	2401
369	1407	2396
370	1409	2389
371	1412	2384
372	1415	2378
373	1418	2373
374	1420	2367
375	1423	2361
376	1425	2356
377	1428	2351
378	1431	2345
379	1434	2340
380	1437	2334
381	1439	2329
382	1442	2324
383	1445	2318
384	1447	2312
385	1450	2307
386	1453	2301
387	1455	2296
388	1458	2290
389	1461	2285
390	1463	2279
391	1466	2274
392	1469	2269
393	1472	2264
394	1474	2258
395	1477	2253
396	1480	2248
397	1482	2242
398	1485	2237
399	1488	2232
400	1490	2226
401	1493	2221
402	1495	2215
403	1498	2210
404	1501	2205
405	1503	2200
406	1506	2194
407	1508	2189
408	1511	2183
409	1513	2178
410	1518	2176
411	1522	2172
412	1524	2167
413	1527	2162
414	1529	2156
415	1533	2152
416	1535	2146
417	1538	2141
418	1540	2136
419	1543	2130
420	1545	2125
421	1548	2121
422	1551	2116
423	1554	2111
424	1556	2106
425	1559	2100
426	1561	2095
427	1564	2091
428	1567	2086
429	1570	2081
430	1572	2076
431	1575	2071
432	1578	2067
433	1581	2062
434	1584	2057
435	1586	2052
436	1589	2047
437	1591	2042
438	1596	2040
439	1599	2035
440	1602	2030
441	1604	2025
442	1607	2021
443	1610	2017
444	1613	2012
445	1616	2007
446	1618	2002
447	1621	1997
448	1623	1992
449	1626	1987
450	1629	1983
451	1632	1978
452	1634	1973
453	1637	1969
454	1640	1965
455	1643	1960
456	1645	1955
457	1648	1951
458	1651	1946
459	1654	1942
460	1657	1938
461	1660	1933
462	1663	1928
463	1665	1924
464	1669	1920
465	1671	1915
466	1675	1911
467	1677	1907
468	1680	1902
469	1682	1897
470	1686	1894
471	1690	1891
472	1694	1888
473	1699	1886
474	1705	1884
475	1709	1881
476	1718	1883
477	1722	1881
478	1727	1879
479	1733	1878
480	1737	1874
481	1743	1873
482	1747	1870
483	1754	1870
484	1759	1868
485	1762	1864
486	1765	1859
487	1768	1855
488	1770	1850
489	1774	1846
490	1776	1842
491	1780	1837
492	1783	1833
493	1785	1829
494	1788	1824
495	1791	1820
496	1793	1815
497	1796	1811
498	1799	1806
499	1802	1802
500	1805	1797
501	1807	1793
502	1811	1790
503	1814	1785
504	1817	1781
505	1819	1776
506	1822	1771
507	1824	1767
508	1827	1762
509	1830	1759
510	1834	1755
511	1837	1751
512	1840	1746
513	1842	1742
514	1845	1738
515	1848	1733
516	1851	1729
517	1853	1725
518	1856	1720
519	1859	1716
520	1862	1711
521	1864	1707
522	1867	1703
523	1869	1698
524	1872	1694
525	1875	1689
526	1877	1685
527	1880	1681
528	1883	1676
529	1885	1672
530	1888	1667
531	1891	1663
532	1894	1659
533	1896	1655
534	1899	1650
535	1902	1646
536	1905	1643
537	1909	1639
538	1912	1636
539	1915	1632
540	1918	1627
541	1922	1624
542	1925	1620
543	1928	1616
544	1931	1612
545	1934	1608
546	1937	1604
547	1940	1600
548	1943	1596
549	1946	1592
550	1949	1588
551	1952	1584
552	1955	1580
553	1959	1577
554	1962	1573
555	1964	1569
556	1968	1565
557	1971	1561
558	1974	1557
559	1976	1553
560	1980	1549
561	1983	1546
562	1986	1542
563	1989	1538
564	1993	1534
565	1999	1533
566	2004	1530
567	2011	1529
568	2017	1527
569	2024	1527
570	2031	1526
571	2038	1525
572	2052	1529
573	2063	1531
574	2071	1530
575	2077	1529
576	2084	1528
577	2087	1524
578	2091	1520
579	2094	1516
580	2097	1512
581	2099	1507
582	2102	1503
583	2104	1499
584	2107	1495
585	2109	1490
586	2112	1486
587	2114	1481
588	2118	1478
589	2120	1473
590	2123	1469
591	2125	1465
592	2128	1460
593	2131	1456
594	2134	1452
595	2137	1448
596	2139	1444
597	2142	1440
598	2144	1435
599	2147	1431
600	2150	1427
601	2152	1423
602	2155	1419
603	2158	1414
604	2160	1410
605	2163	1406
606	2166	1402
607	2169	1398
608	2171	1394
609	2174	1390
610	2177	1386
611	2179	1382
612	2183	1378
613	2185	1374
614	2188	1369
615	2190	1365
616	2193	1361
617	2195	1357
618	2198	1353
619	2201	1349
620	2203	1345
621	2206	1341
622	2209	1336
623	2211	1332
624	2214	1328
625	2217	1324
626	2219	1320
627	2222	1316
628	2225	1312
629	2228	1308
630	2231	1304
631	2233	1300
632	2236	1296
633	2239	1292
634	2241	1288
635	2244	1284
636	2247	1280
637	2249	1276
638	2252	1272
639	2255	1268
640	2257	1264
641	2260	1260
642	2262	1256
643	2266	1252
644	2268	1248
645	2271	1244
646	2273	1240
647	2276	1236
648	2279	1232
649	2282	1228
650	2284	1224
651	2287	1220
652	2289	1216
653	2292	1212
654	2294	1208
655	2299	1205
656	2304	1202
657	2308	1199
658	2310	1195
659	2314	1192
660	2316	1188
661	2319	1184
662	2321	1180
663	2324	1176
664	2327	1172
665	2330	1168
666	2332	1164
667	2335	1160
668	2337	1156
669	2340	1152
670	2342	1148
671	2345	1145
672	2348	1141
673	2351	1137
674	2353	1133
675	2356	1129
676	2358	1125
677	2361	1121
678	2364	1117
679	2367	1113
680	2369	1110
681	2372	1106
682	2375	1102
683	2378	1098
684	2381	1094
685	2383	1091
686	2386	1087
687	2388	1083
688	2391	1079
689	2394	1075
690	2397	1072
691	2400	1068
692	2402	1064
693	2405	1060
694	2407	1056
695	2410	1052
696	2413	1049
697	2416	1045
698	2418	1041
699	2421	1037
700	2423	1033
701	2428	1030
702	2430	1026
703	2433	1023
704	2436	1019
705	2439	1015
706	2443	1012
707	2446	1009
708	2449	1005
709	2451	1001
710	2454	997
711	2457	993
712	2460	990
713	2462	986
714	2465	982
715	2467	978
716	2470	975
717	2472	971
718	2476	967
719	2478	963
720	2481	960
721	2483	956
722	2486	952
723	2488	948
724	2491	945
725	2494	941
726	2497	937
727	2500	934
728	2502	930
729	2505	926
730	2508	923
731	2511	919
732	2513	915
733	2516	911
734	2519	908
735	2522	904
736	2525	901
737	2527	897
738	2530	893
739	2533	890
740	2535	886
741	2539	882
742	2542	879
743	2545	875
744	2548	872
745	2551	868
746	2554	865
747	2556	861
748	2559	857
749	2562	854
750	2564	850
751	2567	846
752	2570	843
753	2573	839
754	2576	836
755	2579	832
756	2582	828
757	2585	825
758	2588	821
759	2590	818
760	2593	814
761	2595	810
762	2599	807
763	2601	803
764	2604	800
765	2606	796
766	2609	792
767	2612	789
768	2615	785
769	2618	782
770	2620	778
771	2624	774
772	2626	771
773	2630	767
774	2633	764
775	2636	760
776	2639	757
777	2642	754
778	2645	750
779	2648	746
780	2651	743
781	2653	739
782	2656	736
783	2659	732
784	2664	729
785	2669	726
786	2673	723
787	2677	720
788	2681	717
789	2686	714
790	2690	710
791	2693	707
792	2696	703
793	2699	700
794	2702	696
795	2705	693
796	2707	689
797	2710	686
798	2713	682
799	2716	679
800	2718	675
801	2721	671
802	2723	668
803	2726	664
804	2729	661
805	2732	657
806	2735	654
807	2737	650
808	2740	646
809	2743	643
810	2746	640
811	2748	636
812	2751	632
813	2754	629
814	2756	625
815	2761	622
816	2763	619
817	2766	615
818	2769	611
819	2771	608
820	2774	605
821	2777	601
822	2780	598
823	2783	594
824	2785	590
825	2789	587
826	2791	584
827	2794	580
828	2797	577
829	2800	573
830	2802	570
831	2805	566
832	2808	562
833	2810	559
834	2814	556
835	2817	552
836	2820	549
837	2822	545
838	2825	542
839	2828	538
840	2832	535
841	2834	531
842	2837	528
843	2840	524
844	2842	521
845	2845	517
846	2848	514
847	2851	511
848	2854	507
849	2856	504
850	2859	500
851	2862	497
852	2865	493
853	2867	490
854	2870	486
855	2873	483
856	2875	479
857	2879	476
858	2882	473
859	2885	469
860	2887	466
861	2890	462
862	2893	459
863	2896	455
864	2899	452
865	2901	449
866	2904	445
867	2907	442
868	2910	438
869	2913	435
870	2915	431
871	2918	428
872	2921	424
873	2923	421
874	2926	418
875	2929	414
876	2932	411
877	2934	407
878	2937	404
879	2941	401
880	2943	397
881	2946	394
882	2949	390
883	2952	387
884	2955	384
885	2958	380
886	2960	377
887	2963	373
888	2966	370
889	2969	367
890	2972	363
891	2974	360
892	2978	356
893	2981	353
894	2986	350
895	2989	346
896	2992	343
897	2996	340
898	2999	336
899	3002	333
900	3005	330
901	3009	326
902	3013	323
903	3017	320
904	3020	317
905	3022	313
906	3025	310
907	3028	306
908	3031	303
909	3033	300
910	3036	296
911	3039	293
912	3042	289
913	3044	286
914	3047	283
915	3052	279
916	3057	276
917	3061	273
918	3067	270
919	3071	267
920	3075	263
921	3079	260
922	3083	257
923	3088	253
924	3092	250
925	3095	247
926	3101	244
927	3104	240
928	3109	237
929	3114	234
930	3118	231
931	3122	227
932	3127	224
933	3133	221
934	3137	218
935	3142	214
936	3147	211
937	3152	208
938	3157	205
939	3161	201
940	3167	198
941	3172	195
942	3177	192
943	3182	188
944	3188	185
945	3193	182
946	3196	178
947	3203	175
948	3207	172
949	3213	169
950	3218	165
951	3222	162
952	3224	159
953	3227	155
954	3229	152
955	3233	148
956	3236	145
957	3238	141
958	3241	138
959	3243	135
960	3246	131
961	3249	128
962	3252	124
963	3254	121
964	3257	118
965	3259	114
966	3262	111
967	3265	107
968	3268	104
969	3271	101
970	3273	97
971	3276	94
972	3279	90
973	3282	87
974	3285	84
975	3287	80
976	3290	77
977	3292	74
978	3295	70
979	3298	67
980	3301	63
981	3303	60
982	3306	57
983	3309	53
984	3311	50
985	3314	47
986	3317	43
987	3319	40
988	3322	36
989	3325	33
990	3327	30
991	3331	26
992	3334	23
993	3336	20
994	3339	16
995	3341	13
996	3344	10
997	3347	6
998	3350	3
999	3353	0
