iter	Logloss
397	0.3606482585
398	0.3603294049
399	0.3602213957
400	0.3601214111
401	0.3599386649
402	0.3597441333
403	0.3594272919
404	0.3592610262
405	0.3590850111
406	0.3588578301
407	0.3587329571
408	0.3585980234
409	0.358336013
410	0.3581055023
411	0.3578727399
412	0.3577348119
413	0.357493977
414	0.3573085
415	0.3571853518
416	0.357022775
417	0.3567012865
418	0.3564514208
419	0.3563294703
420	0.356123273
421	0.3559897287
422	0.355769614
423	0.3555615963
424	0.3554440054
425	0.355268685
426	0.3551140131
427	0.3545237351
428	0.3542892001
429	0.3541125143
430	0.353922558
431	0.3537263975
432	0.3535223322
433	0.353295199
434	0.3531354248
435	0.3527945095
436	0.3526540424
437	0.3523902115
438	0.352124033
439	0.3520219405
440	0.3518454463
441	0.3514439749
442	0.3513157723
443	0.3512143265
444	0.3509647483
445	0.350727746
446	0.3504659752
447	0.3502329253
448	0.3500039956
449	0.3498547133
450	0.3497507044
451	0.3494993297
452	0.3493436277
453	0.3492152335
454	0.3490069283
455	0.3488690722
456	0.3486270396
457	0.3484202913
458	0.3482725901
459	0.3480803341
460	0.3477999749
461	0.3476088208
462	0.347530347
463	0.3473487267
464	0.3472336271
465	0.3470036673
466	0.3469298167
467	0.3467404831
468	0.34661779
469	0.3463606662
470	0.3461479055
471	0.3459418759
472	0.3457597526
473	0.3455776532
474	0.345401734
475	0.3452932217
476	0.3451038642
477	0.3448663589
478	0.3445981683
479	0.3444744212
480	0.3442643913
481	0.3440267183
482	0.3438089511
483	0.3437019001
484	0.3434476987
485	0.3433356412
486	0.3430982078
487	0.3429820781
488	0.3428505698
489	0.342682268
490	0.3425072591
491	0.342408568
492	0.3422133417
493	0.3420304279
494	0.3417212278
495	0.3415487101
496	0.3412623862
497	0.3409703133
498	0.3408782097
499	0.3406465731
500	0.3404758519
501	0.3403017053
502	0.3401327807
503	0.3399070608
504	0.3397623538
505	0.3396596864
506	0.3393887171
507	0.339274887
508	0.3391003092
509	0.3389082928
510	0.3386767042
511	0.33857442
512	0.3384203469
513	0.3382434695
514	0.3380072098
515	0.3377921256
516	0.3375974502
517	0.3374786137
518	0.3372176334
519	0.3369816371
520	0.3368183657
521	0.3366940197
522	0.3365805729
523	0.336461449
524	0.3362768583
525	0.3361832695
526	0.3359405182
527	0.3357603112
528	0.3354556385
529	0.3353716552
530	0.3352471176
531	0.3350637247
532	0.3349038787
533	0.3345899836
534	0.3342846162
535	0.3337734827
536	0.3334431311
537	0.333213339
538	0.3331223612
539	0.3329196852
540	0.3328230063
541	0.3326739397
542	0.3324568672
543	0.3322521312
544	0.3320495989
545	0.3318193037
546	0.3317215708
547	0.3316082917
548	0.3314763044
549	0.3312296725
550	0.3311073387
551	0.3309254789
552	0.3307650819
553	0.3305693047
554	0.3304261068
555	0.3302338269
556	0.3301036601
557	0.3299395503
558	0.3297752249
559	0.3296542085
560	0.3293895871
561	0.3291826473
562	0.3289366382
563	0.3287602639
564	0.3286498832
565	0.3285494674
566	0.3283282269
567	0.3282395966
568	0.3281300304
569	0.3279699448
570	0.3278832548
571	0.3277728262
572	0.3276508038
573	0.327532614
574	0.3270095753
575	0.3267039923
576	0.3265032087
577	0.3262991194
578	0.3258680646
579	0.3254341832
580	0.3252782417
581	0.3251667352
582	0.3249971159
583	0.324870135
584	0.3247543886
585	0.3245191589
586	0.3244641602
587	0.324360319
588	0.3241481092
589	0.3240089117
590	0.3238436521
591	0.3234699195
592	0.3233140499
593	0.3227217598
594	0.3226132954
595	0.3225018608
596	0.3221484413
597	0.3219510113
598	0.3218442716
599	0.3217581325
600	0.3215759852
601	0.321294021
602	0.3211009746
603	0.3209017719
604	0.3207285356
605	0.320566366
606	0.3202304571
607	0.3201238851
608	0.3199057587
609	0.3195384698
610	0.3194690267
611	0.3191620783
612	0.3188706043
613	0.3185837774
614	0.3184509996
615	0.318229831
616	0.3179616883
617	0.3178204068
618	0.3177461968
619	0.3175245252
620	0.317409689
621	0.3172136244
622	0.316948452
623	0.3168007268
624	0.316609429
625	0.316433941
626	0.3163443525
627	0.3162411101
628	0.3161180098
629	0.3160159891
630	0.3159059917
631	0.3157353424
632	0.3155181741
633	0.3153660653
634	0.3152080398
635	0.3150085497
636	0.3147864229
637	0.3146771921
638	0.3143714653
639	0.3142076909
640	0.3140566839
641	0.3138865616
642	0.3137621917
643	0.3136422294
644	0.3134993668
645	0.3133926032
646	0.3132306014
647	0.3129995397
648	0.3128148533
649	0.312641018
650	0.3125043597
651	0.3124251673
652	0.3122977552
653	0.3121540064
654	0.3120112636
655	0.3119297716
656	0.3118149115
657	0.311679906
658	0.3115232459
659	0.3114319087
660	0.3110212149
661	0.3108394988
662	0.3107653847
663	0.3106604176
664	0.3105470427
665	0.3104472976
666	0.3104000601
667	0.3102437593
668	0.3100760084
669	0.309951926
670	0.3098002244
671	0.3097050066
672	0.309578912
673	0.309405508
674	0.309144839
675	0.3090198463
676	0.3088283808
677	0.308692489
678	0.308593223
679	0.3084410184
680	0.3083451539
681	0.3081401064
682	0.3080079754
683	0.3077989036
684	0.307694751
685	0.3075333001
686	0.3074072055
687	0.3073629143
688	0.3073137364
689	0.3071288583
690	0.3070175195
691	0.3068670635
692	0.3067187634
693	0.3066329836
694	0.3064806592
695	0.3064042455
696	0.306187221
697	0.3060429452
698	0.3058804642
699	0.3056491391
700	0.3054696986
701	0.3053354596
702	0.3052402898
703	0.3047983358
704	0.3045930967
705	0.3045004661
706	0.3043526929
707	0.3042101897
708	0.3040800708
709	0.3039480356
710	0.303826133
711	0.3037209743
712	0.3036029522
713	0.3034499332
714	0.3032773196
715	0.3031826528
716	0.3029829711
717	0.3027485798
718	0.3026383668
719	0.3024833116
720	0.3023717572
721	0.3022746231
722	0.3021141543
723	0.3019808016
724	0.3018849611
725	0.301749716
726	0.3016067577
727	0.3014840166
728	0.3013417051
729	0.301252404
730	0.3011396998
731	0.3009983704
732	0.3008880376
733	0.3006612637
734	0.3006105528
735	0.3004002354
736	0.3002161478
737	0.3000021175
738	0.2999028995
739	0.2997196982
740	0.2995127823
741	0.2993727943
742	0.2991193116
743	0.2990129073
744	0.298841683
745	0.2987389916
746	0.2986429595
747	0.2984939168
748	0.2982432606
749	0.2981085905
750	0.2980072644
751	0.2978074869
752	0.2976545157
753	0.2975277743
754	0.2974401501
755	0.2973103905
756	0.2971515266
757	0.2970008551
758	0.2967382218
759	0.2966039828
760	0.2964530238
761	0.2963596506
762	0.2962219142
763	0.2960916037
764	0.2959312786
765	0.2958641831
766	0.2957953149
767	0.2956786822
768	0.2955270046
769	0.2954636219
770	0.2953129024
771	0.2951233293
772	0.2949071672
773	0.2947895044
774	0.2946761534
775	0.2945429923
776	0.2944197483
777	0.2942142217
778	0.2938429564
779	0.2937351388
780	0.293625357
781	0.293512557
782	0.2933952296
783	0.2933004191
784	0.2930952039
785	0.2929991239
786	0.2928624894
787	0.2927541927
788	0.2926251997
789	0.2924488732
790	0.2923182752
791	0.2922182188
792	0.2921257558
793	0.2919875404
794	0.291901545
795	0.2917504423
796	0.291613209
797	0.2915089606
798	0.2913699786
799	0.2912471657
800	0.2910777141
801	0.2908930037
802	0.2907562974
803	0.2906904236
804	0.290561694
805	0.2904166996
806	0.2903342015
807	0.2902490924
808	0.2901355019
809	0.2900157072
810	0.2899076022
811	0.2898126479
812	0.2896549339
813	0.2895438345
814	0.2893923246
815	0.2892661102
816	0.2891284697
817	0.2889309918
818	0.288844685
819	0.2887597915
820	0.2886167134
821	0.2883863225
822	0.2882980993
823	0.2881912399
824	0.2880660556
825	0.2879974988
826	0.2878527918
827	0.2877289968
828	0.2876418516
829	0.2875578445
830	0.2874520151
831	0.2872990439
832	0.2871781473
833	0.2870816361
834	0.286988694
835	0.2868690191
836	0.286683135
837	0.286569233
838	0.2864551394
839	0.286326889
840	0.2862458761
841	0.2861105112
842	0.2860487335
843	0.2859304
844	0.2858223429
845	0.2857297122
846	0.2856667607
847	0.285487967
848	0.285386593
849	0.2852604505
850	0.2850875495
851	0.2849474657
852	0.2848364143
853	0.2846870842
854	0.2845181116
855	0.2844398774
856	0.2843059737
857	0.284182035
858	0.2840669593
859	0.2839208151
860	0.283858175
861	0.2837272896
862	0.2835868225
863	0.2834537572
864	0.2833162365
865	0.2832401342
866	0.2831008408
867	0.2830123063
868	0.2829788184
869	0.282928371
870	0.2828290331
871	0.2826895482
872	0.2825927255
873	0.2825107545
874	0.2823930438
875	0.2822439532
876	0.2820118855
877	0.2819161408
878	0.2818436795
879	0.2817284601
880	0.2816363564
881	0.2815745786
882	0.281508034
883	0.2814387586
884	0.2812922791
885	0.2812636778
886	0.2811879109
887	0.2810710146
888	0.2809129173
889	0.280778295
890	0.2804874917
891	0.280357277
892	0.2802813903
893	0.2801418813
894	0.2800256798
895	0.2799088794
896	0.2798224529
897	0.2796815306
898	0.2795346199
899	0.2794105614
900	0.2793245181
901	0.279189273
902	0.2790721612
903	0.2789744522
904	0.2788490523
905	0.2787496666
906	0.2786386152
907	0.2785520688
908	0.2784849733
909	0.278388486
910	0.27829655
911	0.2782234899
912	0.2780989762
913	0.2779901046
914	0.2779134274
915	0.2777894168
916	0.2777142248
917	0.2774389917
918	0.2773143822
919	0.2772484125
920	0.2771934617
921	0.2770814042
922	0.2769706882
923	0.2768453601
924	0.2766252455
925	0.2765685939
926	0.2765067683
927	0.2764248691
928	0.276305817
929	0.2761891124
930	0.2760804325
931	0.2759977667
932	0.2758396933
933	0.2756942917
934	0.2756143327
935	0.2755405061
936	0.2754118723
937	0.2752256768
938	0.2751461251
939	0.2750775444
940	0.2749953577
941	0.2748909416
942	0.2747900946
943	0.2746987335
944	0.2745855263
945	0.2744855177
946	0.2742826261
947	0.2741113779
948	0.2740210948
949	0.2738875025
950	0.2737532156
951	0.2735787336
952	0.2734856478
953	0.2734089467
954	0.2733364135
955	0.2730630967
956	0.2729617707
957	0.2728418563
958	0.2727447941
959	0.27263724
960	0.2725540233
961	0.2724429
962	0.2723345554
963	0.2722231687
964	0.2721346342
965	0.2720436563
966	0.271942498
967	0.2717410436
968	0.2716078347
969	0.2715137907
970	0.2714288493
971	0.271328194
972	0.2712064111
973	0.2711578321
974	0.2710227547
975	0.2708765386
976	0.2707884353
977	0.2707225853
978	0.2706451656
979	0.2705450612
980	0.2704750911
981	0.2703681598
982	0.2702699479
983	0.2701874977
984	0.2700693319
985	0.2700403953
986	0.2699123604
987	0.2697960151
988	0.2697454959
989	0.2696451759
990	0.2694239354
991	0.2692599454
992	0.2691779024
993	0.2690405973
994	0.268899172
995	0.26881459
996	0.268682914
997	0.2685891575
998	0.2685247688
999	0.2684142204
