iter	Logloss
330	0.3599679129
331	0.3598066537
332	0.359614781
333	0.3593558127
334	0.3589998302
335	0.3588523206
336	0.3587004034
337	0.3583935029
338	0.3582100621
339	0.3580732361
340	0.3579658736
341	0.3577154809
342	0.357551922
343	0.3573371013
344	0.3570346323
345	0.3567857967
346	0.3566522523
347	0.3565441473
348	0.3563508374
349	0.3562212454
350	0.3559959807
351	0.3557880108
352	0.3556370039
353	0.3554970638
354	0.3553408349
355	0.3551869056
356	0.3549746718
357	0.354772954
358	0.3546690649
359	0.3545537257
360	0.3542100317
361	0.3540444606
362	0.3538357482
363	0.353737105
364	0.3536081838
365	0.3534185149
366	0.3532613278
367	0.3530362307
368	0.3528054326
369	0.352572239
370	0.3523832408
371	0.3521993448
372	0.351722849
373	0.3516092106
374	0.3514560717
375	0.3512975193
376	0.3511757843
377	0.3509244335
378	0.3507376391
379	0.3505625103
380	0.3504282234
381	0.3502164209
382	0.3499249469
383	0.3497719518
384	0.3495786658
385	0.3493261652
386	0.3491971721
387	0.3490278642
388	0.3489218432
389	0.348790311
390	0.3484846801
391	0.3482714403
392	0.3481224455
393	0.3478728673
394	0.3477535996
395	0.347517843
396	0.3472373399
397	0.3470844646
398	0.3468696439
399	0.3467417048
400	0.3465935005
401	0.3463666069
402	0.346173249
403	0.3460983684
404	0.3459432413
405	0.3457606868
406	0.3456359815
407	0.3454662904
408	0.3452629197
409	0.3448809709
410	0.3447526007
411	0.3446303627
412	0.3443738138
413	0.3441446206
414	0.3439288416
415	0.343721255
416	0.3434028326
417	0.3431724656
418	0.3429155814
419	0.3426865319
420	0.342539693
421	0.3422870965
422	0.3420797495
423	0.3419073755
424	0.3416514973
425	0.3414631938
426	0.3412147654
427	0.3410768374
428	0.3409169196
429	0.3406829115
430	0.3405606496
431	0.3402899199
432	0.3400602955
433	0.3398889754
434	0.3397156432
435	0.3395502399
436	0.339375207
437	0.339165704
438	0.3390191047
439	0.3388681936
440	0.3386712426
441	0.3385228706
442	0.338225959
443	0.3379445218
444	0.3377118313
445	0.3375011785
446	0.3374107037
447	0.3372208672
448	0.3370156281
449	0.3368805746
450	0.3367297593
451	0.3364514601
452	0.3363276172
453	0.3361390262
454	0.3359655263
455	0.3358378987
456	0.3355728221
457	0.3353957052
458	0.3352562921
459	0.335064611
460	0.3348850987
461	0.3347457814
462	0.3344731353
463	0.334379786
464	0.3342762802
465	0.3340825151
466	0.3339250166
467	0.3337495286
468	0.3335093643
469	0.3334298126
470	0.3333004363
471	0.3330931372
472	0.3327618274
473	0.3324873369
474	0.3323745608
475	0.3321834067
476	0.3320737446
477	0.3319552435
478	0.3317408539
479	0.331623263
480	0.3314768074
481	0.331000599
482	0.3308655935
483	0.330701843
484	0.3304719551
485	0.3302706205
486	0.3301760016
487	0.3298897975
488	0.3296376083
489	0.3294282012
490	0.3292490482
491	0.3290094828
492	0.3285828834
493	0.3283652601
494	0.3282235473
495	0.3280780978
496	0.3278396343
497	0.3276744944
498	0.3275237989
499	0.327352958
500	0.3272799937
501	0.3271047931
502	0.3268918886
503	0.326639939
504	0.3264295976
505	0.3262697037
506	0.3260374683
507	0.3258523507
508	0.3257549771
509	0.3256141267
510	0.325407115
511	0.3252355076
512	0.3250433714
513	0.3248853938
514	0.3247090913
515	0.3245563118
516	0.3243075959
517	0.3241225023
518	0.3238737145
519	0.3236938668
520	0.3235766352
521	0.3234683625
522	0.323346412
523	0.32317296
524	0.3228449799
525	0.3227060459
526	0.3225977252
527	0.3224976448
528	0.322265122
529	0.3221701438
530	0.3219538858
531	0.3217541082
532	0.3215351434
533	0.3213120824
534	0.3210723733
535	0.3209044548
536	0.3207713656
537	0.3206015067
538	0.3204083166
539	0.3202044189
540	0.3201052967
541	0.3197035378
542	0.3193262121
543	0.3191824394
544	0.3189646243
545	0.3188236063
546	0.3186947809
547	0.3185685426
548	0.3184962969
549	0.3184343515
550	0.31827944
551	0.3181087188
552	0.3180093571
553	0.3178491518
554	0.3177184819
555	0.3176060172
556	0.3175110869
557	0.3174065031
558	0.317210678
559	0.3170064211
560	0.3168251121
561	0.3167336552
562	0.3165800373
563	0.3164209578
564	0.3162336844
565	0.3159869806
566	0.3157994916
567	0.3155071552
568	0.3151960867
569	0.3150097474
570	0.314499596
571	0.3142873144
572	0.3141085207
573	0.3139330566
574	0.3138536486
575	0.3137077439
576	0.3135361844
577	0.3132161331
578	0.3129652374
579	0.3128605099
580	0.3127445478
581	0.3126213517
582	0.3124640209
583	0.3121437061
584	0.3118864386
585	0.3117328925
586	0.3115979349
587	0.3114436223
588	0.3111875046
589	0.3111090787
590	0.3107494312
591	0.3106030475
592	0.3103173464
593	0.3099115153
594	0.3098112912
595	0.3095411364
596	0.309442613
597	0.3091990712
598	0.3089361745
599	0.308668966
600	0.3085029398
601	0.3083771327
602	0.3083028748
603	0.3081783852
604	0.3080546381
605	0.3079577915
606	0.3076870617
607	0.3076074621
608	0.3075019681
609	0.3072520305
610	0.3071118749
611	0.3069846544
612	0.3066090295
613	0.3064497105
614	0.306325125
615	0.3062193195
616	0.3061077411
617	0.3060037562
618	0.3057412907
619	0.3055684855
620	0.3054395882
621	0.3052518117
622	0.3050095874
623	0.30482332
624	0.3046245006
625	0.3044964897
626	0.3043780364
627	0.3042371142
628	0.3041100614
629	0.3039942192
630	0.3037529531
631	0.3034459089
632	0.3032829249
633	0.3031379544
634	0.3030325083
635	0.302852948
636	0.3026598776
637	0.3025041278
638	0.3022568971
639	0.3021265626
640	0.3018893687
641	0.3017496681
642	0.3016908846
643	0.3015946369
644	0.3014984849
645	0.301364725
646	0.3012559732
647	0.3011307649
648	0.300771309
649	0.3006581736
650	0.3005455412
651	0.3004369092
652	0.3001555678
653	0.3000677519
654	0.2999403877
655	0.2997556534
656	0.2996165038
657	0.2994019225
658	0.2992948475
659	0.2991497333
660	0.2989613579
661	0.2987619637
662	0.2986809987
663	0.2985746902
664	0.2984104606
665	0.2983102364
666	0.2982500397
667	0.297919185
668	0.2978675878
669	0.2977166049
670	0.2975687838
671	0.2972736448
672	0.2971781636
673	0.2970333848
674	0.2967435397
675	0.2965186342
676	0.2961985829
677	0.2960170584
678	0.2957603179
679	0.2955854048
680	0.2953495523
681	0.2952141155
682	0.2950868232
683	0.294971508
684	0.294871715
685	0.2946975684
686	0.2945600716
687	0.2944284676
688	0.2943433824
689	0.2941939805
690	0.2939449053
691	0.2937465889
692	0.2936015705
693	0.2934823268
694	0.2933784138
695	0.2931910205
696	0.2930892872
697	0.2929633843
698	0.2926484352
699	0.2925138608
700	0.2923146342
701	0.2922234648
702	0.2920982804
703	0.292012309
704	0.2918428574
705	0.291676951
706	0.2915739003
707	0.2914573873
708	0.2913720866
709	0.2912309488
710	0.2910396989
711	0.2908973874
712	0.2907362239
713	0.2906036377
714	0.2904929456
715	0.2903304886
716	0.2902279888
717	0.2900451229
718	0.2899409942
719	0.2897504151
720	0.2895930843
721	0.2894733136
722	0.2892727934
723	0.2891582687
724	0.2890697342
725	0.2889566706
726	0.2888104066
727	0.2887216805
728	0.2885770214
729	0.2884762942
730	0.2883420792
731	0.2881977075
732	0.2880088531
733	0.2879447039
734	0.2878348502
735	0.287654715
736	0.2874868444
737	0.2873243155
738	0.2871248973
739	0.2870028509
740	0.2868551018
741	0.2867245996
742	0.2865850188
743	0.2864400004
744	0.2863142412
745	0.2862231915
746	0.2860638246
747	0.285833242
748	0.2856945954
749	0.2855169515
750	0.2853494162
751	0.285224663
752	0.2851526569
753	0.285075285
754	0.2849569036
755	0.2848012975
756	0.2847103197
757	0.2846020709
758	0.2844442371
759	0.2842987396
760	0.2841726689
761	0.2840118648
762	0.2839228512
763	0.2838016432
764	0.2836561218
765	0.2835377644
766	0.2834286772
767	0.2832979355
768	0.2830812942
769	0.2829434621
770	0.2828317879
771	0.2827000161
772	0.2823534955
773	0.2822150645
774	0.2820848977
775	0.2820007228
776	0.2819051458
777	0.281721178
778	0.2815857652
779	0.2814028993
780	0.2812776431
781	0.2810386286
782	0.2808623022
783	0.2808226102
784	0.2806178023
785	0.2804686638
786	0.2803385449
787	0.2802501301
788	0.2800932065
789	0.2799717351
790	0.279892878
791	0.2797086228
792	0.2796161358
793	0.2795246789
794	0.2793596349
795	0.2792269049
796	0.2791012415
797	0.2790029577
798	0.2789347602
799	0.2788198522
800	0.2787408275
801	0.278681014
802	0.2785865628
803	0.2784906744
804	0.2783642444
805	0.2782703681
806	0.2781502381
807	0.2780830946
808	0.2780025368
809	0.2778628363
810	0.277734993
811	0.2776498839
812	0.2775569419
813	0.2773728782
814	0.2772678633
815	0.2771418166
816	0.2769832162
817	0.2768526901
818	0.2767378539
819	0.276597267
820	0.276505331
821	0.2763851771
822	0.2762943909
823	0.2761713384
824	0.2760262721
825	0.2759005129
826	0.275733313
827	0.275653905
828	0.2755687001
829	0.2754878549
830	0.2754003504
831	0.2752416302
832	0.275093402
833	0.2749258428
834	0.2748290441
835	0.2747537802
836	0.27460342
837	0.2745027168
838	0.2743403077
839	0.2742473417
840	0.274166185
841	0.2740711589
842	0.2739744561
843	0.2738334141
844	0.2737665581
845	0.2735859678
846	0.2734989663
847	0.2734359669
848	0.2733242448
849	0.2731895267
850	0.2730508801
851	0.2729392059
852	0.2728230762
853	0.272683711
854	0.2725559396
855	0.2723960218
856	0.2723185062
857	0.2721502523
858	0.2720694789
859	0.271982693
860	0.2718100555
861	0.271649467
862	0.2715237077
863	0.2714525639
864	0.2713363624
865	0.2711247275
866	0.2710304919
867	0.2709432509
868	0.2708358166
869	0.2706930259
870	0.2705522235
871	0.2703651895
872	0.2702213689
873	0.270089142
874	0.269975264
875	0.2698683087
876	0.2697450886
877	0.2696617522
878	0.2695595638
879	0.2694489436
880	0.2693193756
881	0.2691528224
882	0.2690519516
883	0.2688502577
884	0.2687272531
885	0.268617615
886	0.2685025872
887	0.2684026266
888	0.2682576801
889	0.2681904168
890	0.2681186263
891	0.2679456774
892	0.2678232717
893	0.2677428097
894	0.2676760974
895	0.267572376
896	0.2674246269
897	0.2673108207
898	0.2672206094
899	0.2671293202
900	0.2669970454
901	0.2668349238
902	0.2667145542
903	0.2665664936
904	0.2663718902
905	0.2662113974
906	0.2660931119
907	0.2660556955
908	0.2659609808
909	0.2658587685
910	0.2657778753
911	0.2657093186
912	0.2655823616
913	0.265467765
914	0.26535966
915	0.2653100988
916	0.2651696797
917	0.265065
918	0.264941732
919	0.2648776307
920	0.2647499552
921	0.2646641754
922	0.2646276453
923	0.2644973587
924	0.2643571791
925	0.2641987224
926	0.2640412958
927	0.2639308672
928	0.2638437699
929	0.2637706619
930	0.2636861517
931	0.2635971381
932	0.2633843774
933	0.2632881536
934	0.2631878097
935	0.2630467677
936	0.2629738513
937	0.2628468464
938	0.2627452329
939	0.2625619598
940	0.2624402248
941	0.2622937932
942	0.2622048514
943	0.2621469064
944	0.2620190631
945	0.2619798502
946	0.2618556958
947	0.2617662271
948	0.2616878252
949	0.2616223346
950	0.261548963
951	0.2614368337
952	0.2612981152
953	0.2612096526
954	0.2611112729
955	0.2610331824
956	0.2608993267
957	0.2607321747
958	0.2605928813
959	0.2605078681
960	0.2603857019
961	0.2602894542
962	0.2601367465
963	0.2600794243
964	0.2599460476
965	0.2598202404
966	0.2597323766
967	0.2596706708
968	0.2595029439
969	0.2594339559
970	0.2592741818
971	0.2590582113
972	0.2589780367
973	0.2588758723
974	0.2587504963
975	0.2586981805
976	0.258626845
977	0.2585046789
978	0.2584506384
979	0.2583284962
980	0.2582739526
981	0.2581957663
982	0.2581105135
983	0.2580606649
984	0.2579846345
985	0.2579060409
986	0.2578377956
987	0.2576833393
988	0.2575729586
989	0.2574540502
990	0.257369516
991	0.2572639022
992	0.2571875843
993	0.257094259
994	0.2569723803
995	0.2568959905
996	0.256836177
997	0.2567791183
998	0.2566691688
999	0.2565717473
